,,Start num,total deaths,million,Deaths today,crisis,start,date,lockdown,crisis,duration,initial,diff,,,,,,,,,,,,,,,,,,,,,
,2020-04-09,,,Deaths per,,Start of,Days from,Lockdown,Days from,End of,Crisis,Adjusted values,,,,,,,,,,,,,,,,,,,,,,
,,Start num,total deaths,million,Deaths today,crisis,start,date,lockdown,crisis,duration,initial,diff,,,,,,,,,,,,,,,,,,,,,
,Italy,300,18279,302,610,2020-03-10,30,2020-03-12,28,2020-04-10,31,18279,0,,,,,,,,,,,,,,,,,,,,,
,Spagna,230,15447,330,655,2020-03-17,23,2020-03-23,17,2020-04-10,24,15447,0,,,,,,,,,,,,,,,,,,,,,
,France,330,12210,187,1341,2020-03-22,18,2020-03-24,16,2020-04-10,19,12210,0,,,,,,,,,,,,,,,,,,,,,
,Sweden,50,793,77,106,2020-03-25,15,2020-04-07,2,2020-04-10,16,793,0,,,,,,,,,,,,,,,,,,,,,
,UK,330,7978,118,881,2020-03-26,14,2020-03-29,11,2020-04-10,15,7978,0,,,,,,,,,,,,,,,,,,,,,
,USA,1660,19802,60,2111,2020-03-27,13,2020-03-31,9,2020-04-10,14,16691,3111,,,,,,,,,,,,,,,,,,,,,
,Germany,414,2607,31,258,2020-03-28,12,2020-03-30,10,2020-04-10,13,2607,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-04-08,,,Deaths per,,Start of,Days from,Lockdown,Days from,End of,Crisis,Adjusted values,,,,,,,,,,,,,,,,,,,,,,
,,Start num,total deaths,million,Deaths today,crisis,start,date,lockdown,crisis,duration,initial,diff,,,,,,,,,,,,,,,,,,,,,
,Italy,300,17669,292,542,2020-03-10,29,2020-03-12,27,2020-04-09,30,17669,0,,,,,,,,,,,,,,,,,,,,,
,Spagna,230,14792,316,747,2020-03-17,22,2020-03-23,16,2020-04-09,23,14792,0,,,,,,,,,,,,,,,,,,,,,
,France,330,10869,167,541,2020-03-22,17,2020-03-24,15,2020-04-09,18,10869,0,,,,,,,,,,,,,,,,,,,,,
,Sweden,50,687,66,96,2020-03-25,14,2020-04-07,1,2020-04-09,15,687,0,,,Adjusted values,,,,,,,,,,,,,,,,,,
,UK,330,7097,105,938,2020-03-26,13,2020-03-29,10,2020-04-09,14,7097,0,,,initial,diff,,,,,,,,,,,,,,,,,
,USA,1660,17691,53,2165,2020-03-27,12,2020-03-31,8,2020-04-09,13,14788,2903,,,,,,,,,,,,,,,,,,,,,
,Germany,414,2349,28,333,2020-03-28,11,2020-03-30,9,2020-04-09,12,2349,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-04-07,,,Deaths per,,Start of,Days from,Lockdown,Days from,End of,Crisis,Adjusted values,,,,,,,,,,,,,,,,,,,,,,
,,Start num,total deaths,million,Deaths today,crisis,start,date,lockdown,crisis,duration,initial,diff,,,,,,,,,,,,,,,,,,,,,
,Italy,300,17127,283,604,2020-03-10,28,2020-03-12,26,2020-04-08,29,17127,0,,,,,,,,,,,,,,,,,,,,,
,Spagna,230,14045,300,704,2020-03-17,21,2020-03-23,15,2020-04-08,22,14045,0,,,,,,,,,,,,,,,,,,,,,
,France,330,10328,158,1417,2020-03-22,16,2020-03-24,14,2020-04-08,17,10328,0,,,,,,,,,,,,,,,,,,,,,
,Sweden,50,591,57,114,2020-03-25,13,2020-04-07,0,2020-04-08,14,591,0,,,,,,,,,,,,,,,,,,,,,
,UK,330,6159,91,786,2020-03-26,12,2020-03-29,9,2020-04-08,13,6159,0,,,,,,,,,,,,,,,,,,,,,
,USA,1660,15526,47,2228,2020-03-27,11,2020-03-31,7,2020-04-08,12,12848,2678,,,,,,,,,,,,,,,,,,,,,
,Germany,414,2016,24,206,2020-03-28,10,2020-03-30,8,2020-04-08,11,2016,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-04-06,,,Deaths per,,Start of,Days from,Lockdown,Days from,End of,Crisis,Adjusted values,,,,,,,,,,,,,,,,,,,,,,
,,Start num,total deaths,million,Deaths today,crisis,start,date,lockdown,crisis,duration,initial,diff,,,,,,,,,,,,,,,,,,,,,
,Italy,300,16523,273,636,2020-03-10,27,2020-03-12,25,2020-04-07,28,16523,0,,,,,,,,,,,,,,,,,,,,,
,Spagna,230,13341,285,700,2020-03-17,20,2020-03-23,14,2020-04-07,21,13341,0,,,,,,,,,,,,,,,,,,,,,
,France,330,8911,137,833,2020-03-22,15,2020-03-24,13,2020-04-07,16,8911,0,,,,,,,,,,,,,,,,,,,,,
,Sweden,50,477,46,76,2020-03-25,12,2020-04-07,-1,2020-04-07,13,477,0,,,,,,,,,,,,,,,,,,,,,
,UK,330,5373,79,439,2020-03-26,11,2020-04-07,-1,2020-04-07,12,5373,0,,,,,,,,,,,,,,,,,,,,,
,USA,1660,13298,40,1505,2020-03-27,10,2020-04-07,-1,2020-04-07,11,10871,2427,,,,,,,,,,,,,,,,,,,,,
,Germany,414,1810,22,226,2020-03-28,9,2020-04-07,-1,2020-04-07,10,1810,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-04-05,,,Deaths per,,Start of,Days from,Lockdown,Days from,End of,Crisis,Adjusted values,,,,,,,,,,,,,,,,,,,,,,
,,Start num,total deaths,million,Deaths today,crisis,start,date,lockdown,crisis,duration,initial,diff,,,,,,,,,,,,,,,,,,,,,
,Italy,300,15887,263,525,2020-03-10,26,2020-03-12,24,2020-04-06,27,15887,0,,,,,,,,,,,,,,,,,,,,,
,Spagna,230,12641,270,694,2020-03-17,19,2020-03-23,13,2020-04-06,20,12641,0,,,,,,,,,,,,,,,,,,,,,
,France,330,8078,124,518,2020-03-22,14,2020-03-24,12,2020-04-06,15,8078,0,,,,,,,,,,,,,,,,,,,,,
,Sweden,50,401,39,28,2020-03-25,11,2020-04-06,-1,2020-04-06,12,401,0,,,,,,,,,,,,,,,,,,,,,
,UK,330,4934,73,621,2020-03-26,10,2020-04-06,-1,2020-04-06,11,4934,0,,,,,,,,,,,,,,,,,,,,,
,USA,1660,11793,36,1409,2020-03-27,9,2020-04-06,-1,2020-04-06,10,9616,2177,,,,,,,,,,,,,,,,,,,,,
,Germany,414,1584,19,140,2020-03-28,8,2020-04-06,-1,2020-04-06,9,1584,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-04-04,,,Deaths per,,Start of,Days from,Lockdown,Days from,End of,Crisis,Adjusted values,,,,,,,,,,,,,,,,,,,,,,
,,Start num,total deaths,million,Deaths today,crisis,start,date,lockdown,crisis,duration,initial,diff,,,,,,,,,,,,,,,,,,,,,
,Italy,300,15362,254,681,2020-03-10,25,2020-03-12,23,2020-04-05,26,15362,0,,,,,,,,,,,,,,,,,,,,,
,Spagna,230,11947,256,749,2020-03-17,18,2020-03-23,12,2020-04-05,19,11947,0,,,,,,,,,,,,,,,,,,,,,
,France,330,7560,116,1053,2020-03-22,13,2020-03-24,11,2020-04-05,14,7560,0,,,,,,,,,,,,,,,,,,,,,
,Sweden,50,373,36,15,2020-03-25,10,2020-04-05,-1,2020-04-05,11,373,0,,,,,,,,,,,,,,,,,,,,,
,UK,330,4313,64,708,2020-03-26,9,2020-04-05,-1,2020-04-05,10,4313,0,,,,,,,,,,,,,,,,,,,,,
,USA,1660,10384,31,1545,2020-03-27,8,2020-04-05,-1,2020-04-05,9,8451,1933,,,,,,,,,,,,,,,,,,,,,
,Germany,414,1444,17,169,2020-03-28,7,2020-04-05,-1,2020-04-05,8,1444,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-04-03,,,Deaths per,,Start of,Days from,Lockdown,Days from,End of,Crisis,Adjusted values,,,,,,,,,,,,,,,,,,,,,,
,,Start num,total deaths,million,Deaths today,crisis,start,date,lockdown,crisis,duration,initial,diff,,,,,,,,,,,,,,,,,,,,,
,Italy,300,14681,243,766,2020-03-10,24,2020-03-12,22,2020-04-04,25,14681,0,,,,,,,,,,,,,,,,,,,,,
,Spagna,230,11198,240,850,2020-03-17,16,2020-03-23,11,2020-04-04,18,11198,0,,,,,,,,,,,,,,,,,,,,,
,France,330,6507,100,1120,2020-03-22,11,2020-03-24,10,2020-04-04,13,6507,0,,,,,,,,,,,,,,,,,,,,,
,Sweden,50,358,35,50,2020-03-25,8,2020-04-04,-1,2020-04-04,10,358,0,,,,,,,,,,,,,,,,,,,,,
,UK,330,3605,53,684,2020-03-26,7,2020-04-04,-1,2020-04-04,9,3605,0,,,,,,,,,,,,,,,,,,,,,
,USA,1660,8839,27,1263,2020-03-27,6,2020-04-04,-1,2020-04-04,8,7121,1718,,,,,,,,,,,,,,,,,,,,,
,Germany,414,1275,15,168,2020-03-28,5,2020-04-04,-1,2020-04-04,7,1275,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-04-02,,,Deaths per,,Start of,Days from,Lockdown,Days from,End of,Crisis,Adjusted values,,,,,,,,,,,,,,,,,,,,,,
,,Start num,total deaths,million,Deaths today,crisis,start,date,lockdown,crisis,duration,initial,diff,,,,,,,,,,,,,,,,,,,,,
,Italy,300,13915,230,760,2020-03-10,23,2020-03-12,21,2020-04-03,24,13915,0,,,,,,,,,,,,,,,,,,,,,
,Spagna,230,10348,221,961,2020-03-17,16,2020-03-23,10,2020-04-03,17,10348,0,,,,,,,,,,,,,,,,,,,,,
,France,330,5387,83,1355,2020-03-22,11,2020-03-24,9,2020-04-03,12,5387,0,,,,,,,,,,,,,,,,,,,,,
,Sweden,50,308,30,69,2020-03-25,8,2020-04-03,-1,2020-04-03,9,308,0,,,,,,,,,,,,,,,,,,,,,
,UK,330,2921,43,569,2020-03-26,7,2020-04-03,-1,2020-04-03,8,2921,0,,,,,,,,,,,,,,,,,,,,,
,USA,1660,7576,23,1182,2020-03-27,6,2020-04-03,-1,2020-04-03,7,6076,1500,,,,,,,,,,,,,,,,,,,,,
,Germany,414,1107,13,176,2020-03-28,5,2020-04-03,-1,2020-04-03,6,1107,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-04-01,,,Deaths per,,Start of,Days from,Lockdown,Days from,End of,Crisis,Adjusted values,,,,,,,,,,,,,,,,,,,,,,
,,Start num,total deaths,million,Deaths today,crisis,start,date,lockdown,crisis,duration,initial,diff,,,,,,,,,,,,,,,,,,,,,
,Italy,300,13155,218,727,2020-03-10,22,2020-03-12,20,2020-04-02,23,13155,0,,,,,,,,,,,,,,,,,,,,,
,Spagna,230,9387,201,923,2020-03-17,15,2020-03-23,9,2020-04-02,16,9387,0,,,,,,,,,,,,,,,,,,,,,
,France,330,4032,62,509,2020-03-22,10,2020-03-24,8,2020-04-02,11,4032,0,,,,,,,,,,,,,,,,,,,,,
,Sweden,50,239,23,59,2020-03-25,7,2020-04-02,-1,2020-04-02,8,239,0,,,,,,,,,,,,,,,,,,,,,
,UK,330,2352,35,563,2020-03-26,6,2020-04-02,-1,2020-04-02,7,2352,0,,,,,,,,,,,,,,,,,,,,,
,USA,1660,6394,19,1243,2020-03-27,5,2020-04-02,-1,2020-04-02,6,5102,1292,,,,,,,,,,,,,,,,,,,,,
,Germany,414,931,11,156,2020-03-28,4,2020-04-02,-1,2020-04-02,5,931,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-03-31,,,Deaths per,,Start of,Days from,Lockdown,Days from,End of,Crisis,Adjusted values,,,,,,,,,,,,,,,,,,,,,,
,,Start num,total deaths,million,Deaths today,crisis,start,date,lockdown,crisis,duration,initial,diff,,,,,,,,,,,,,,,,,,,,,
,Italy,300,12428,205,837,2020-03-10,21,2020-03-12,19,2020-04-01,22,12428,0,,,,,,,,,,,,,,,,,,,,,
,Spagna,230,8464,181,748,2020-03-17,14,2020-03-23,8,2020-04-01,15,8464,0,,,,,,,,,,,,,,,,,,,,,
,France,330,3523,54,499,2020-03-22,9,2020-03-24,7,2020-04-01,10,3523,0,,,,,,,,,,,,,,,,,,,,,
,Sweden,50,180,17,34,2020-03-25,6,2020-04-01,-1,2020-04-01,7,180,0,,,,,,,,,,,,,,,,,,,,,
,UK,330,1789,26,381,2020-03-26,5,2020-04-01,-1,2020-04-01,6,1789,0,,,,,,,,,,,,,,,,,,,,,
,USA,1660,5151,16,1085,2020-03-27,4,2020-04-01,-1,2020-04-01,5,4053,1098,,,,,,,,,,,,,,,,,,,,,
,Germany,414,775,9,130,2020-03-28,3,2020-04-01,-1,2020-04-01,4,775,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-03-30,,,Deaths per,,Start of,Days from,Lockdown,Days from,End of,,,,,,,,,,,,,,,,,,,,,,,,
,,Start num,total deaths,million,Deaths today,crisis,start,date,lockdown,crisis,,,,,,,,,,,,,,,,,,,,,,,,
,Italy,300,11591,192,812,2020-03-10,20,2020-03-12,18,2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,
,Spagna,230,7716,165,913,2020-03-17,13,2020-03-23,7,2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,
,France,330,3024,46,418,2020-03-22,8,2020-03-24,6,2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,
,Sweden,50,146,14,36,2020-03-25,5,2020-03-31,-1,2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,
,UK,330,1408,21,180,2020-03-26,4,2020-03-31,-1,2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,
,USA,1660,3141,9,573,2020-03-27,3,2020-03-30,0,2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,
,Germany,414,645,8,104,2020-03-28,2,2020-03-31,-1,2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-03-29,,,Deaths per,,Start of,Days from,Lockdown,Days from,End of,,,,,,,,,,,,,,,,,,,,,,,,
,,Start num,total deaths,million,Deaths today,crisis,start,date,lockdown,crisis,,,,,,,,,,,,,,,,,,,,,,,,
,Italy,300,10779,178,756,2020-03-10,19,2020-03-12,17,2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,
,Spagna,230,6803,146,821,2020-03-17,12,2020-03-23,6,2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,
,France,330,2606,40,292,2020-03-22,7,2020-03-24,5,2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,
,USA,1660,2583,8,363,2020-03-27,2,2020-03-30,-1,2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,
,UK,330,1228,18,209,2020-03-26,3,2020-03-30,-1,2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,
,Germany,414,541,6,108,2020-03-28,1,2020-03-30,-1,2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,
,Sweden,50,110,11,5,2020-03-25,4,2020-03-30,-1,2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-03-28,,total deaths,Deaths per,,Start of,Days from,Lockdown,Days from,End of,,,,,,,,,,,,,,,,,,,,,,,,
,,Start num,today,million,Deaths today,crisis,start,date,lockdown,crisis,,,,,,,,,,,,,,,,,,,,,,,,
,Italy,300,10023,166,889,2020-03-10,18,2020-03-12,15,2020-03-29,,,,,,,,,,,,,,,,,,,,,,,,
,Spagna,230,5982,128,844,2020-03-17,11,2020-03-23,4,2020-03-29,,,,,,,,,,,,,,,,,,,,,,,,
,France,330,2314,35,319,2020-03-22,6,2020-03-24,3,2020-03-29,,,,,,,,,,,,,,,,,,,,,,,,
,USA,1660,2221,7,525,2020-03-27,1,2020-03-29,-1,2020-03-29,,,,,,,,,,,,,,,,,,,,,,,,
,UK,330,1019,15,260,2020-03-26,2,2020-03-29,-1,2020-03-29,,,,,,,,,,,,,,,,,,,,,,,,
,Germany,414,433,5,82,2020-03-28,0,2020-03-29,-1,2020-03-29,,,,,,,,,,,,,,,,,,,,,,,,
,Sweden,50,105,10,0,2020-03-25,3,2020-03-29,-1,2020-03-29,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-03-27,,total deaths,Deaths per,,Start of,Days from,Lockdown,Days from,End of,,,,,,,,,,,,,,,,,,,,,,,,
,,Start num,today,million,Deaths today,crisis,start,date,lockdown,crisis,,,,,,,,,,,,,,,,,,,,,,,,
,Italy,300,9134,151,919,2020-03-10,17,2020-03-12,15,2020-03-28,,,,,,,,,,,,,,,,,,,,,,,,
,Spagna,230,5138,110,773,2020-03-17,10,2020-03-23,4,2020-03-28,,,,,,,,,,,,,,,,,,,,,,,,
,France,330,1995,31,299,2020-03-22,5,2020-03-24,3,2020-03-28,,,,,,,,,,,,,,,,,,,,,,,,
,USA,1660,1696,5,400,2020-03-27,0,2020-03-28,-1,2020-03-28,,,,,,,,,,,,,,,,,,,,,,,,
,UK,330,759,11,181,2020-03-26,1,2020-03-28,-1,2020-03-28,,,,,,,,,,,,,,,,,,,,,,,,
,Germany,414,351,4,84,2020-03-28,-1,2020-03-28,-1,2020-03-28,,,,,,,,,,,,,,,,,,,,,,,,
,Sweden,50,105,10,28,2020-03-25,2,2020-03-28,-1,2020-03-28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-03-26,,total deaths,Deaths per,,Start of,Days from,Lockdown,Days from,End of,,,,,,,,,,,,,,,,,,,,,,,,
,,start num,today,million,Deaths today,crisis,start,date,lockdown,crisis,,,,,,,,,,,,,,,,,,,,,,,,
,Italy,300,8215,136,712,2020-03-10,16,2020-03-12,14,2020-03-27,,,,,,,,,,,,,,,,,,,,,,,,
,Spagna,230,4365,93,718,2020-03-17,9,2020-03-23,3,2020-03-27,,,,,,,,,,,,,,,,,,,,,,,,
,France,330,1696,26,365,2020-03-22,4,2020-03-24,2,2020-03-27,,,,,,,,,,,,,,,,,,,,,,,,
,USA,1660,1295,4,268,2020-03-27,-1,2020-03-27,-1,2020-03-27,,,,,,,,,,,,,,,,,,,,,,,,
,UK,330,578,9,115,2020-03-26,0,2020-03-27,-1,2020-03-27,,,,,,,,,,,,,,,,,,,,,,,,
,Germany,414,267,3,61,2020-03-27,-1,2020-03-27,-1,2020-03-27,,,,,,,,,,,,,,,,,,,,,,,,
,Sweden,50,77,7,15,2020-03-25,1,2020-03-27,-1,2020-03-27,,,,,,,,,,,,,,,,,,,,,,,,
